city,city_ibge_code,confirmed,confirmed_per_100k_inhabitants,date,death_rate,deaths,estimated_population,estimated_population_2019,is_last,order_for_place,place_type,state
Demerval Lobão,2203305,3806,27500.0,2022-03-25,0.0102,39,13840.0,13817.0,False,705,city,PI
Dirceu Arcoverde,2203354,308,4381.84664,2022-03-25,0.0325,10,7029.0,7011.0,False,675,city,PI
Dom Expedito Lopes,2203404,655,9462.58307,2022-03-25,0.0183,12,6922.0,6904.0,False,680,city,PI
Domingos Mourão,2203420,276,6338.99862,2022-03-25,0.0145,4,4354.0,4355.0,False,668,city,PI
Dom Inocêncio,2203453,321,3355.98536,2022-03-25,0.0218,7,9565.0,9556.0,False,673,city,PI
Elesbão Veloso,2203503,716,4912.52144,2022-03-25,0.0461,33,14575.0,14602.0,False,695,city,PI
Eliseu Martins,2203602,301,6105.47667,2022-03-25,0.0532,16,4930.0,4915.0,False,620,city,PI
Esperantina,2203701,2945,7390.58422,2022-03-25,0.0316,93,39848.0,39737.0,False,704,city,PI
Fartura do Piauí,2203750,189,3553.29949,2022-03-25,0.0317,6,5319.0,5307.0,False,694,city,PI
Flores do Piauí,2203800,188,4213.35724,2022-03-25,0.0266,5,4462.0,4463.0,False,654,city,PI
Floresta do Piauí,2203859,101,3945.3125,2022-03-25,0.0396,4,2560.0,2558.0,False,650,city,PI
Floriano,2203909,9801,16328.19658,2022-03-25,0.0184,180,60025.0,59935.0,False,702,city,PI
Francinópolis,2204006,76,1421.35777,2022-03-25,0.0789,6,5347.0,5348.0,False,704,city,PI
Francisco Ayres,2204105,436,10085.58871,2022-03-25,0.0161,7,4323.0,4348.0,False,691,city,PI
Francisco Macedo,2204154,501,15656.25,2022-03-25,0.012,6,3200.0,3184.0,False,609,city,PI
Francisco Santos,2204204,692,7383.69612,2022-03-25,0.0116,8,9372.0,9319.0,False,688,city,PI
Fronteiras,2204303,1091,9357.57784,2022-03-25,0.0101,11,11659.0,11625.0,False,683,city,PI
Geminiano,2204352,517,9468.86447,2022-03-25,0.0116,6,5460.0,5442.0,False,641,city,PI
Gilbués,2204402,908,8490.74247,2022-03-25,0.0077,7,10694.0,10690.0,False,666,city,PI
Guadalupe,2204501,1474,14042.10727,2022-03-25,0.019,28,10497.0,10499.0,False,665,city,PI
Guaribas,2204550,108,2364.2732,2022-03-25,0.0185,2,4568.0,4562.0,False,621,city,PI
Hugo Napoleão,2204600,811,20907.45037,2022-03-25,0.0111,9,3879.0,3877.0,False,672,city,PI
Ilha Grande,2204659,1292,13661.83779,2022-03-25,0.0163,21,9457.0,9426.0,False,697,city,PI
Inhuma,2204709,1778,11606.50173,2022-03-25,0.0157,28,15319.0,15308.0,False,705,city,PI
Ipiranga do Piauí,2204808,846,8599.3088,2022-03-25,0.0225,19,9838.0,9811.0,False,683,city,PI
Isaías Coelho,2204907,914,10670.09106,2022-03-25,0.0098,9,8566.0,8549.0,False,663,city,PI
Itainópolis,2205003,1393,12059.56194,2022-03-25,0.0093,13,11551.0,11530.0,False,667,city,PI
Itaueira,2205102,206,1867.97243,2022-03-25,0.1311,27,11028.0,11019.0,False,701,city,PI
Jacobina do Piauí,2205151,402,7016.9314,2022-03-25,0.01,4,5729.0,5741.0,False,633,city,PI
Jaicós,2205201,2513,13109.02452,2022-03-25,0.0167,42,19170.0,19104.0,False,672,city,PI
Jardim do Mulato,2205250,278,6159.98227,2022-03-25,0.0144,4,4513.0,4504.0,False,592,city,PI
Jatobá do Piauí,2205276,385,7897.4359,2022-03-25,0.026,10,4875.0,4865.0,False,653,city,PI
Jerumenha,2205300,211,4744.77176,2022-03-25,0.0332,7,4447.0,4452.0,False,658,city,PI
João Costa,2205359,319,10615.6406,2022-03-25,0.0125,4,3005.0,3008.0,False,596,city,PI
Joaquim Pires,2205409,1682,11700.05565,2022-03-25,0.019,32,14376.0,14354.0,False,671,city,PI
Joca Marques,2205458,613,11214.78229,2022-03-25,0.0131,8,5466.0,5443.0,False,644,city,PI
José de Freitas,2205508,6718,17078.50315,2022-03-25,0.0131,88,39336.0,39208.0,False,697,city,PI
Juazeiro do Piauí,2205516,532,9699.17958,2022-03-25,0.0075,4,5485.0,5478.0,False,672,city,PI
Júlio Borges,2205524,150,2659.57447,2022-03-25,0.1,15,5640.0,5627.0,False,689,city,PI
Jurema,2205532,307,6426.62759,2022-03-25,0.0228,7,4777.0,4763.0,False,631,city,PI
Lagoa Alegre,2205557,374,4360.49901,2022-03-25,0.0348,13,8577.0,8542.0,False,643,city,PI
Lagoa de São Francisco,2205573,605,8927.25395,2022-03-25,0.0066,4,6777.0,6758.0,False,661,city,PI
Lagoa do Barro do Piauí,2205565,1065,22873.71134,2022-03-25,0.0085,9,4656.0,4655.0,False,702,city,PI
Lagoa do Piauí,2205581,1057,25938.65031,2022-03-25,0.0057,6,4075.0,4064.0,False,678,city,PI
Lagoa do Sítio,2205599,97,1866.10235,2022-03-25,0.134,13,5198.0,5177.0,False,675,city,PI
Lagoinha do Piauí,2205540,395,13820.85374,2022-03-25,0.0228,9,2858.0,2845.0,False,655,city,PI
Landri Sales,2205607,1211,22922.58187,2022-03-25,0.019,23,5283.0,5295.0,False,676,city,PI
Luís Correia,2205706,2148,7056.96826,2022-03-25,0.0307,66,30438.0,30311.0,False,704,city,PI
Luzilândia,2205805,2755,10802.2271,2022-03-25,0.0221,61,25504.0,25486.0,False,698,city,PI
Madeiro,2205854,412,4938.86358,2022-03-25,0.0146,6,8342.0,8310.0,False,667,city,PI
Manoel Emídio,2205904,504,9418.80022,2022-03-25,0.0377,19,5351.0,5349.0,False,697,city,PI
Marcolândia,2205953,993,11623.55145,2022-03-25,0.0211,21,8543.0,8492.0,False,681,city,PI
Marcos Parente,2206001,396,8709.03893,2022-03-25,0.0227,9,4547.0,4549.0,False,687,city,PI
Massapê do Piauí,2206050,344,5334.16033,2022-03-25,0.0087,3,6449.0,6441.0,False,644,city,PI
Matias Olímpio,2206100,728,6643.54809,2022-03-25,0.0192,14,10958.0,10936.0,False,678,city,PI
Miguel Alves,2206209,2294,6780.36237,2022-03-25,0.0166,38,33833.0,33760.0,False,701,city,PI
Miguel Leão,2206308,289,23268.9211,2022-03-25,0.0104,3,1242.0,1246.0,False,636,city,PI
Milton Brandão,2206357,322,4872.88136,2022-03-25,0.0093,3,6608.0,6613.0,False,665,city,PI
Monsenhor Gil,2206407,1819,17218.85649,2022-03-25,0.0242,44,10564.0,10564.0,False,694,city,PI
Monsenhor Hipólito,2206506,786,10119.73735,2022-03-25,0.0076,6,7767.0,7749.0,False,689,city,PI
Monte Alegre do Piauí,2206605,1192,11229.39237,2022-03-25,0.0159,19,10615.0,10613.0,False,650,city,PI
Morro Cabeça no Tempo,2206654,166,3664.45916,2022-03-25,0.0241,4,4530.0,4532.0,False,693,city,PI
Morro do Chapéu do Piauí,2206670,1147,16840.40523,2022-03-25,0.0061,7,6811.0,6796.0,False,682,city,PI
Murici dos Portelas,2206696,330,3583.45097,2022-03-25,0.0333,11,9209.0,9159.0,False,645,city,PI
Nazaré do Piauí,2206704,455,6214.14914,2022-03-25,0.033,15,7322.0,7339.0,False,698,city,PI
Nazária,2206720,454,5277.84236,2022-03-25,0.0419,19,8602.0,8570.0,False,700,city,PI
Nossa Senhora de Nazaré,2206753,596,12185.64711,2022-03-25,0.0319,19,4891.0,4870.0,False,647,city,PI
Nossa Senhora dos Remédios,2206803,947,10856.35676,2022-03-25,0.0169,16,8723.0,8692.0,False,672,city,PI
Nova Santa Rita,2207959,151,3445.12891,2022-03-25,0.0265,4,4383.0,4374.0,False,673,city,PI
Novo Oriente do Piauí,2206902,426,6497.86455,2022-03-25,0.0305,13,6556.0,6565.0,False,640,city,PI
Novo Santo Antônio,2206951,281,9357.30936,2022-03-25,0.0178,5,3003.0,2991.0,False,668,city,PI
Oeiras,2207009,6021,16235.6748,2022-03-25,0.0151,91,37085.0,37029.0,False,696,city,PI
Olho D'Água do Piauí,2207108,291,11790.92382,2022-03-25,0.0103,3,2468.0,2459.0,False,673,city,PI
Padre Marcos,2207207,529,7696.78452,2022-03-25,0.017,9,6873.0,6868.0,False,671,city,PI
Paes Landim,2207306,240,5816.77169,2022-03-25,0.0333,8,4126.0,4129.0,False,650,city,PI
Pajeú do Piauí,2207355,104,3055.22914,2022-03-25,0.0865,9,3404.0,3389.0,False,641,city,PI
Palmeira do Piauí,2207405,237,4706.11597,2022-03-25,0.0253,6,5036.0,5043.0,False,649,city,PI
Palmeirais,2207504,332,2275.99918,2022-03-25,0.0723,24,14587.0,14539.0,False,693,city,PI
Paquetá,2207553,196,4978.40996,2022-03-25,0.0459,9,3937.0,3945.0,False,630,city,PI
Parnaguá,2207603,327,3022.46049,2022-03-25,0.0306,10,10819.0,10791.0,False,671,city,PI
Parnaíba,2207702,19497,12703.11828,2022-03-25,0.0247,482,153482.0,153078.0,False,724,city,PI
Passagem Franca do Piauí,2207751,258,5968.07772,2022-03-25,0.0426,11,4323.0,4313.0,False,673,city,PI
Patos do Piauí,2207777,453,7071.49547,2022-03-25,0.0265,12,6406.0,6392.0,False,651,city,PI
Pau D'Arco do Piauí,2207793,458,11266.91267,2022-03-25,0.0109,5,4065.0,4045.0,False,677,city,PI
Paulistana,2207801,1308,6363.72482,2022-03-25,0.0138,18,20554.0,20523.0,False,672,city,PI
Pavussu,2207850,502,13682.20223,2022-03-25,0.0299,15,3669.0,3677.0,False,676,city,PI
Pedro II,2207900,5046,13012.53288,2022-03-25,0.0228,115,38778.0,38742.0,False,702,city,PI
Pedro Laurentino,2207934,80,3144.65409,2022-03-25,0.025,2,2544.0,2536.0,False,671,city,PI
Picos,2208007,11629,14827.04543,2022-03-25,0.0157,182,78431.0,78222.0,False,706,city,PI
Pimenteiras,2208106,1332,10972.89727,2022-03-25,0.0233,31,12139.0,12127.0,False,708,city,PI
Pio IX,2208205,1708,9252.93895,2022-03-25,0.0135,23,18459.0,18425.0,False,694,city,PI
Piracuruca,2208304,3021,10462.70001,2022-03-25,0.0351,106,28874.0,28791.0,False,715,city,PI
Piripiri,2208403,13766,21581.19993,2022-03-25,0.0152,209,63787.0,63742.0,False,696,city,PI
Porto,2208502,553,4386.10406,2022-03-25,0.0271,15,12608.0,12568.0,False,688,city,PI
Porto Alegre do Piauí,2208551,186,6838.23529,2022-03-25,0.0215,4,2720.0,2710.0,False,619,city,PI
Prata do Piauí,2208601,265,8412.69841,2022-03-25,0.0189,5,3150.0,3151.0,False,651,city,PI
Queimada Nova,2208650,750,8317.62227,2022-03-25,0.008,6,9017.0,8992.0,False,693,city,PI
Redenção do Gurguéia,2208700,890,10118.23556,2022-03-25,0.0236,21,8796.0,8778.0,False,683,city,PI
Regeneração,2208809,1071,5956.94977,2022-03-25,0.0243,26,17979.0,17978.0,False,688,city,PI
Riacho Frio,2208858,138,3202.59921,2022-03-25,0.0362,5,4309.0,4312.0,False,604,city,PI
Ribeira do Piauí,2208874,46,1024.95544,2022-03-25,0.1522,7,4488.0,4477.0,False,703,city,PI
Ribeiro Gonçalves,2208908,968,13123.64425,2022-03-25,0.0165,16,7376.0,7341.0,False,678,city,PI
Rio Grande do Piauí,2209005,484,7523.70589,2022-03-25,0.0186,9,6433.0,6432.0,False,696,city,PI
Santa Cruz do Piauí,2209104,877,14038.73859,2022-03-25,0.0171,15,6247.0,6240.0,False,671,city,PI
Santa Cruz dos Milagres,2209153,289,7165.88148,2022-03-25,0.0069,2,4033.0,4019.0,False,630,city,PI
Santa Filomena,2209203,148,2366.48545,2022-03-25,0.027,4,6254.0,6253.0,False,663,city,PI
Santa Luz,2209302,260,4420.26522,2022-03-25,0.0308,8,5882.0,5860.0,False,685,city,PI
Santana do Piauí,2209351,285,6139.595,2022-03-25,0.0246,7,4642.0,4634.0,False,664,city,PI
Santa Rosa do Piauí,2209377,193,3672.69267,2022-03-25,0.0311,6,5255.0,5257.0,False,641,city,PI
Santo Antônio de Lisboa,2209401,125,1940.69244,2022-03-25,0.04,5,6441.0,6415.0,False,671,city,PI
Santo Antônio dos Milagres,2209450,266,12280.70175,2022-03-25,0.0113,3,2166.0,2161.0,False,651,city,PI
Santo Inácio do Piauí,2209500,283,7441.49356,2022-03-25,0.0212,6,3803.0,3798.0,False,646,city,PI
São Braz do Piauí,2209559,106,2381.48731,2022-03-25,0.1226,13,4451.0,4448.0,False,624,city,PI
São Félix do Piauí,2209609,426,14529.33151,2022-03-25,0.0094,4,2932.0,2942.0,False,631,city,PI
São Francisco de Assis do Piauí,2209658,142,2457.17252,2022-03-25,0.0211,3,5779.0,5755.0,False,667,city,PI
São Francisco do Piauí,2209708,229,3566.97819,2022-03-25,0.0437,10,6420.0,6423.0,False,695,city,PI
São Gonçalo do Gurguéia,2209757,231,7556.42787,2022-03-25,0.0216,5,3057.0,3041.0,False,641,city,PI
São Gonçalo do Piauí,2209807,469,9324.05567,2022-03-25,0.0171,8,5030.0,5015.0,False,689,city,PI
São João da Canabrava,2209856,622,13480.71088,2022-03-25,0.0129,8,4614.0,4608.0,False,676,city,PI
São João da Fronteira,2209872,267,4403.0343,2022-03-25,0.0262,7,6064.0,6042.0,False,683,city,PI
São João da Serra,2209906,431,7040.18295,2022-03-25,0.0394,17,6122.0,6139.0,False,656,city,PI
São João da Varjota,2209955,362,7466.9967,2022-03-25,0.0055,2,4848.0,4840.0,False,633,city,PI
São João do Arraial,2209971,930,11570.0423,2022-03-25,0.0108,10,8038.0,7989.0,False,661,city,PI
São João do Piauí,2210003,3644,17636.24044,2022-03-25,0.0104,38,20662.0,20601.0,False,690,city,PI
São José do Divino,2210052,356,6649.23422,2022-03-25,0.0365,13,5354.0,5346.0,False,725,city,PI
São José do Peixe,2210102,306,8179.63111,2022-03-25,0.0098,3,3741.0,3745.0,False,684,city,PI
São José do Piauí,2210201,250,3731.34328,2022-03-25,0.036,9,6700.0,6705.0,False,704,city,PI
São Julião,2210300,362,5681.99655,2022-03-25,0.0387,14,6371.0,6363.0,False,691,city,PI
São Lourenço do Piauí,2210359,69,1507.53769,2022-03-25,0.0435,3,4577.0,4573.0,False,692,city,PI
São Luis do Piauí,2210375,189,7142.85714,2022-03-25,0.0053,1,2646.0,2644.0,False,684,city,PI
São Miguel da Baixa Grande,2210383,196,7986.96007,2022-03-25,0.0153,3,2454.0,2452.0,False,689,city,PI
São Miguel do Fidalgo,2210391,216,7109.94075,2022-03-25,0.0185,4,3038.0,3039.0,False,630,city,PI
São Miguel do Tapuio,2210409,666,3775.72425,2022-03-25,0.021,14,17639.0,17662.0,False,663,city,PI
São Pedro do Piauí,2210508,2077,14500.13963,2022-03-25,0.0154,32,14324.0,14291.0,False,693,city,PI
São Raimundo Nonato,2210607,4345,12458.06692,2022-03-25,0.0157,68,34877.0,34710.0,False,707,city,PI
Sebastião Barros,2210623,25,724.4277,2022-03-25,0.12,3,3451.0,3469.0,False,637,city,PI
Sebastião Leal,2210631,570,13246.57216,2022-03-25,0.0158,9,4303.0,4294.0,False,627,city,PI
Sigefredo Pacheco,2210656,464,4613.24319,2022-03-25,0.0323,15,10058.0,10041.0,False,677,city,PI
Simões,2210706,994,6785.44611,2022-03-25,0.0151,15,14649.0,14633.0,False,663,city,PI
Simplício Mendes,2210805,2000,15691.19724,2022-03-25,0.025,50,12746.0,12711.0,False,682,city,PI
Socorro do Piauí,2210904,218,4777.55862,2022-03-25,0.0321,7,4563.0,4569.0,False,678,city,PI
Sussuapara,2210938,558,8245.89922,2022-03-25,0.0251,14,6767.0,6730.0,False,657,city,PI
Tamboril do Piauí,2210953,56,1911.91533,2022-03-25,0.1429,8,2929.0,2919.0,False,628,city,PI
Tanque do Piauí,2210979,422,15218.17526,2022-03-25,0.0024,1,2773.0,2765.0,False,642,city,PI
Teresina,2211001,119190,13730.38044,2022-03-25,0.0232,2760,868075.0,864845.0,False,733,city,PI
União,2211100,2577,5782.04582,2022-03-25,0.0279,72,44569.0,44485.0,False,703,city,PI
Uruçuí,2211209,4084,18859.38582,2022-03-25,0.0169,69,21655.0,21558.0,False,694,city,PI
Valença do Piauí,2211308,2193,10478.28372,2022-03-25,0.0342,75,20929.0,20918.0,False,690,city,PI
Várzea Branca,2211357,204,4131.22722,2022-03-25,0.0588,12,4938.0,4947.0,False,665,city,PI
Várzea Grande,2211407,561,12790.69767,2022-03-25,0.0018,1,4386.0,4391.0,False,696,city,PI
Vera Mendes,2211506,400,12987.01299,2022-03-25,0.0075,3,3080.0,3077.0,False,680,city,PI
Vila Nova do Piauí,2211605,349,11822.49322,2022-03-25,0.0086,3,2952.0,2971.0,False,688,city,PI
Wall Ferraz,2211704,335,7492.73093,2022-03-25,0.009,3,4471.0,4462.0,False,641,city,PI
,22,367511,11199.5502,2022-03-25,0.021,7720,3281480.0,3273227.0,False,737,state,PI
,41,2405391,20885.85932,2022-03-25,0.0178,42883,11516840.0,11433957.0,False,742,state,PR
,33,2075187,11949.58203,2022-03-25,0.035,72616,17366189.0,17264943.0,False,735,state,RJ
,24,495613,14023.48221,2022-03-25,0.0164,8118,3534165.0,3506853.0,False,694,state,RN
,11,390982,21764.0248,2022-03-25,0.0183,7169,1796460.0,1777225.0,False,715,state,RO
,14,155049,24564.90294,2022-03-25,0.0138,2144,631181.0,605761.0,False,719,state,RR
,43,2259752,19782.52072,2022-03-25,0.0172,38970,11422973.0,11377239.0,False,730,state,RS
,42,1669124,23014.45763,2022-03-25,0.013,21645,7252502.0,7164788.0,False,744,state,SC
,28,324903,14011.55414,2022-03-25,0.0194,6305,2318822.0,2298696.0,False,731,state,SE
,35,5221236,11279.56629,2022-03-25,0.032,167046,46289333.0,45919049.0,False,741,state,SP
,17,302502,19022.31602,2022-03-25,0.0137,4142,1590248.0,1572866.0,True,694,state,TO
,12,123746,13834.56125,2022-03-24,0.0161,1990,894470.0,881935.0,False,719,state,AC
,27,295714,8823.21963,2022-03-24,0.0232,6866,3351543.0,3337357.0,False,744,state,AL
,13,580970,13807.25971,2022-03-24,0.0244,14148,4207714.0,4144597.0,False,736,state,AM
,16,160301,18601.3022,2022-03-24,0.0132,2122,861773.0,845731.0,False,731,state,AP
,29,1527992,10233.93916,2022-03-24,0.0194,29646,14930634.0,14873064.0,False,744,state,BA
,23,1239185,13488.31073,2022-03-24,0.0215,26683,9187103.0,9132078.0,False,725,state,CE
,53,691014,22618.01307,2022-03-24,0.0167,11569,3055149.0,3015268.0,False,704,state,DF
,32,1036087,25493.94053,2022-03-24,0.0138,14313,4064052.0,4018650.0,False,747,state,ES
,52,1264990,17782.84792,2022-03-24,0.0207,26201,7113540.0,7018354.0,False,729,state,GO
,21,423604,5954.01174,2022-03-24,0.0256,10865,7114598.0,7075181.0,False,733,state,MA
,31,3310675,15548.42874,2022-03-24,0.0183,60687,21292666.0,21168791.0,False,742,state,MG
,50,522967,18614.93973,2022-03-24,0.02,10480,2809394.0,2778986.0,False,720,state,MS
Acorizal,5100102,1176,22047.24409,2022-03-24,0.0204,24,5334.0,5399.0,True,577,city,MT
Água Boa,5100201,5198,19836.66616,2022-03-24,0.0196,102,26204.0,25721.0,True,578,city,MT
Alta Floresta,5100250,13648,26266.86426,2022-03-24,0.0124,169,51959.0,51782.0,True,613,city,MT
Alto Araguaia,5100300,2790,14392.57158,2022-03-24,0.0122,34,19385.0,19044.0,True,571,city,MT
Alto Boa Vista,5100359,1273,18353.51788,2022-03-24,0.0149,19,6936.0,6822.0,True,568,city,MT
Alto Garças,5100409,1442,11867.33602,2022-03-24,0.0298,43,12151.0,12030.0,True,570,city,MT
Alto Paraguai,5100508,955,8323.89087,2022-03-24,0.0325,31,11473.0,11356.0,True,573,city,MT
Alto Taquari,5100607,1673,15027.39603,2022-03-24,0.0179,30,11133.0,10847.0,True,536,city,MT
Apiacás,5100805,2971,28892.34659,2022-03-24,0.0064,19,10283.0,10133.0,True,539,city,MT
Araguaiana,5101001,537,17272.43487,2022-03-24,0.0149,8,3109.0,3100.0,True,530,city,MT
Araguainha,5101209,53,5602.537,2022-03-24,0.0189,1,946.0,935.0,True,522,city,MT
Araputanga,5101258,3455,20382.27833,2022-03-24,0.0162,56,16951.0,16822.0,True,556,city,MT
Arenápolis,5101308,2717,28593.98021,2022-03-24,0.0158,43,9502.0,9607.0,True,558,city,MT
Aripuanã,5101407,5623,24755.6573,2022-03-24,0.0098,55,22714.0,22354.0,True,611,city,MT
Barão de Melgaço,5101605,917,11232.2391,2022-03-24,0.0196,18,8164.0,8564.0,True,540,city,MT
Barra do Bugres,5101704,5880,16653.92132,2022-03-24,0.0167,98,35307.0,34966.0,True,557,city,MT
Barra do Garças,5101803,13915,22761.10248,2022-03-24,0.0288,401,61135.0,61012.0,True,599,city,MT
Bom Jesus do Araguaia,5101852,1130,16850.58157,2022-03-24,0.015,17,6706.0,6580.0,True,567,city,MT
Brasnorte,5101902,3109,15436.94141,2022-03-24,0.0142,44,20140.0,19695.0,True,546,city,MT
Cáceres,5102504,16762,17670.06462,2022-03-24,0.0286,480,94861.0,94376.0,True,611,city,MT
Campinápolis,5102603,2272,13428.68964,2022-03-24,0.0224,51,16919.0,15980.0,True,548,city,MT
Campo Novo do Parecis,5102637,10435,28871.42739,2022-03-24,0.0097,101,36143.0,35360.0,True,613,city,MT
Campos de Júlio,5102686,1513,21400.28289,2022-03-24,0.0093,14,7070.0,6891.0,True,568,city,MT
Campo Verde,5102678,8481,18541.75776,2022-03-24,0.0178,151,45740.0,44041.0,True,573,city,MT
Canabrava do Norte,5102694,856,18104.90694,2022-03-24,0.0164,14,4728.0,4743.0,True,553,city,MT
Canarana,5102702,5905,27035.07005,2022-03-24,0.0135,80,21842.0,21579.0,True,611,city,MT
Carlinda,5102793,3182,31199.13717,2022-03-24,0.0113,36,10199.0,10305.0,True,514,city,MT
Castanheira,5102850,1324,15133.15808,2022-03-24,0.0227,30,8749.0,8729.0,True,537,city,MT
Chapada dos Guimarães,5103007,2496,12830.92582,2022-03-24,0.0377,94,19453.0,19752.0,True,610,city,MT
Cláudia,5103056,2819,23021.64149,2022-03-24,0.017,48,12245.0,12149.0,True,546,city,MT
Cocalinho,5103106,1383,24344.30558,2022-03-24,0.0123,17,5681.0,5700.0,True,532,city,MT
Colíder,5103205,9669,28734.88068,2022-03-24,0.0164,159,33649.0,33438.0,True,566,city,MT
Colniza,5103254,5189,13017.73663,2022-03-24,0.0173,90,39861.0,38582.0,True,557,city,MT
Comodoro,5103304,2988,14223.15308,2022-03-24,0.0141,42,21008.0,20763.0,True,558,city,MT
Confresa,5103353,5414,17181.84703,2022-03-24,0.022,119,31510.0,30933.0,True,594,city,MT
Conquista D'Oeste,5103361,851,20751.03633,2022-03-24,0.0223,19,4101.0,4038.0,True,602,city,MT
Cotriguaçu,5103379,1616,7984.97875,2022-03-24,0.0241,39,20238.0,19750.0,True,579,city,MT
Cuiabá,5103403,128771,20832.5514,2022-03-24,0.0285,3665,618124.0,612547.0,True,624,city,MT
Curvelândia,5103437,1214,23163.51841,2022-03-24,0.0157,19,5241.0,5219.0,True,586,city,MT
Denise,5103452,1061,11116.9321,2022-03-24,0.0198,21,9544.0,9462.0,True,560,city,MT
Diamantino,5103502,4777,21539.36333,2022-03-24,0.0155,74,22178.0,22041.0,True,551,city,MT
Dom Aquino,5103601,1212,14854.76161,2022-03-24,0.0231,28,8159.0,8178.0,True,566,city,MT
Feliz Natal,5103700,3295,22689.71216,2022-03-24,0.0103,34,14522.0,14192.0,True,548,city,MT
Figueirópolis D'Oeste,5103809,594,17207.41599,2022-03-24,0.0152,9,3452.0,3494.0,True,544,city,MT
Gaúcha do Norte,5103858,1909,24530.9689,2022-03-24,0.0157,30,7782.0,7648.0,True,546,city,MT
General Carneiro,5103908,1005,17972.103,2022-03-24,0.0239,24,5592.0,5540.0,True,543,city,MT
Glória D'Oeste,5103957,780,25930.85106,2022-03-24,0.0192,15,3008.0,3026.0,True,513,city,MT
Guarantã do Norte,5104104,7408,20503.73651,2022-03-24,0.0193,143,36130.0,35816.0,True,570,city,MT
Guiratinga,5104203,1800,11807.14989,2022-03-24,0.0233,42,15245.0,15141.0,True,560,city,MT
Importados/Indefinidos,,5728,,2022-03-24,0.0484,277,,,True,611,city,MT
Indiavaí,5104500,527,18963.65599,2022-03-24,0.0247,13,2779.0,2752.0,True,537,city,MT
Ipiranga do Norte,5104526,2184,27575.75758,2022-03-24,0.0096,21,7920.0,7667.0,True,599,city,MT
Itanhangá,5104542,2184,31721.1329,2022-03-24,0.0069,15,6885.0,6737.0,True,558,city,MT
Itaúba,5104559,1297,35016.1987,2022-03-24,0.0239,31,3704.0,3802.0,True,547,city,MT
Itiquira,5104609,1622,11968.71311,2022-03-24,0.0111,18,13552.0,13345.0,True,552,city,MT
Jaciara,5104807,4187,15057.35966,2022-03-24,0.0284,119,27807.0,27776.0,True,595,city,MT
Jangada,5104906,745,8815.52479,2022-03-24,0.0309,23,8451.0,8409.0,True,589,city,MT
Jauru,5105002,1315,15322.76859,2022-03-24,0.0281,37,8582.0,8793.0,True,568,city,MT
Juara,5105101,6066,17271.71778,2022-03-24,0.017,103,35121.0,34974.0,True,564,city,MT
Juína,5105150,6069,14766.06409,2022-03-24,0.0255,155,41101.0,40997.0,True,565,city,MT
Juruena,5105176,2103,12874.19651,2022-03-24,0.019,40,16335.0,15865.0,True,540,city,MT
Juscimeira,5105200,2128,19040.80172,2022-03-24,0.023,49,11176.0,11221.0,True,573,city,MT
Lambari D'Oeste,5105234,956,15454.25154,2022-03-24,0.0167,16,6186.0,6121.0,True,609,city,MT
Lucas do Rio Verde,5105259,22624,33457.55694,2022-03-24,0.0097,220,67620.0,65534.0,True,615,city,MT
Luciara,5105309,447,21720.11662,2022-03-24,0.0157,7,2058.0,2077.0,True,565,city,MT
Marcelândia,5105580,2031,19716.53238,2022-03-24,0.0231,47,10301.0,10499.0,True,564,city,MT
Matupá,5105606,4020,23938.54582,2022-03-24,0.0149,60,16793.0,16566.0,True,566,city,MT
Mirassol d'Oeste,5105622,6535,23388.56877,2022-03-24,0.0228,149,27941.0,27739.0,True,599,city,MT
Nobres,5105903,3212,20946.91535,2022-03-24,0.0249,80,15334.0,15336.0,True,574,city,MT
Nortelândia,5106000,1310,22117.17035,2022-03-24,0.0206,27,5923.0,5989.0,True,539,city,MT
Nossa Senhora do Livramento,5106109,1578,12042.12454,2022-03-24,0.0272,43,13104.0,13216.0,True,575,city,MT
Nova Bandeirantes,5106158,1823,11622.56933,2022-03-24,0.0159,29,15685.0,15288.0,True,536,city,MT
Nova Brasilândia,5106208,627,16478.318,2022-03-24,0.0159,10,3805.0,3829.0,True,541,city,MT
Nova Canaã do Norte,5106216,3430,26732.13312,2022-03-24,0.0108,37,12831.0,12787.0,True,538,city,MT
Nova Guarita,5108808,1250,28001.79211,2022-03-24,0.0144,18,4464.0,4519.0,True,560,city,MT
Nova Lacerda,5106182,1532,22692.93438,2022-03-24,0.0091,14,6751.0,6640.0,True,580,city,MT
Nova Marilândia,5108857,709,21458.83777,2022-03-24,0.0113,8,3304.0,3278.0,True,549,city,MT
Nova Maringá,5108907,1306,14757.06215,2022-03-24,0.0084,11,8850.0,8641.0,True,557,city,MT
Nova Monte Verde,5108956,2750,29643.20362,2022-03-24,0.0084,23,9277.0,9178.0,True,622,city,MT
Nova Mutum,5106224,12454,26603.72119,2022-03-24,0.0123,153,46813.0,45378.0,True,613,city,MT
Nova Nazaré,5106174,394,10020.34588,2022-03-24,0.0228,9,3932.0,3849.0,True,534,city,MT
Nova Olímpia,5106232,1768,8597.96722,2022-03-24,0.043,76,20563.0,20301.0,True,572,city,MT
Nova Santa Helena,5106190,564,15092.32004,2022-03-24,0.0284,16,3737.0,3718.0,True,561,city,MT
Nova Ubiratã,5106240,1766,14360.05855,2022-03-24,0.0159,28,12298.0,11982.0,True,572,city,MT
